"","ent_mun","year","month","homicides","pop_est","homicide_rate","mun","first_place_raw_votes","second_place_raw_votes","efec","first_place_party","second_place_party","alternation_index","pan_consec_yrs_in_pwr","date","election_year","post_election_avg_rate"
"8490","21210",2013,"07",0,5608.10122097827,0,"ZAPOTITLAN DE MENDEZ",851,802,3034,"pt","pri",4,0,2013-07-01,1,6.58073537319351
"8491","21210",2018,"07",0,5608.26704529187,0,"ZAPOTITLAN DE MENDEZ",1176,1056.98,3282,"pri","pan",5,0,2018-07-01,1,5.60889681597084
"8492","21211",2001,"11",0,13811.1180853368,0,"ZARAGOZA",1784,1502,3763,"pri","conve",0,0,2001-11-01,1,0
"8493","21211",2004,"11",0,13813.5574723521,0,"ZARAGOZA",1860,1764,4782,"pri","pan",0,0,2004-11-01,1,0
"8494","21211",2007,"11",0,13815.9946204711,0,"ZARAGOZA",2129,1595,5555,"pan","pri",1,1,2007-11-01,1,0.719717271425578
"8495","21211",2010,"07",0,15444.0337032578,0,"ZARAGOZA",2240,1658.88,5871,"pri","pan",2,0,2010-07-01,1,1.09241593357694
"8496","21211",2013,"07",0,15445.9760752176,0,"ZARAGOZA",2049,1259.48,6550,"pri","pan",2,0,2013-07-01,1,1.91322556420409
"8497","21211",2018,"07",0,15449.2133618174,0,"ZARAGOZA",3358,1457,8121,"pvem","pri",3,0,2018-07-01,1,2.60674041878309
"8498","21212",2001,"11",0,19446.9938416352,0,"ZAUTLA",2476,2435,5453,"pan","pri",0,1,2001-11-01,1,1.647528729658
"8499","21212",2004,"11",0,19446.980405599,0,"ZAUTLA",3197,2465,6091,"pri","pan",1,0,2004-11-01,1,1.66476624110836
"8500","21212",2007,"11",0,19446.9669818946,0,"ZAUTLA",2861,2770,7151,"prd","pri",2,0,2007-11-01,1,2.32439167988475
"8501","21212",2010,"07",0,19438.0329560143,0,"ZAUTLA",3395,2717.19,8128,"pri","prd",3,0,2010-07-01,1,2.17618603281569
"8502","21212",2013,"07",0,19439.9322631524,0,"ZAUTLA",3334,2433,9517,"pri","mc",3,0,2013-07-01,1,2.42984271554834
"8503","21212",2018,"07",0,19443.0977750492,0,"ZAUTLA",2963,2956.38,10827,"mc","morena",4,0,2018-07-01,1,2.59942377490138
"8504","21213",2001,"11",0,13534.3123159342,0,"ZIHUATEUTLA",1294,1112,3868,"pri","prd",0,0,2001-11-01,1,14.1446255385837
"8505","21213",2004,"11",0,13532.8119585594,0,"ZIHUATEUTLA",1632,1553,4776,"pri","pan",0,0,2004-11-01,1,14.4017367990832
"8506","21213",2007,"11",0,13531.3129782292,0,"ZIHUATEUTLA",2193,1599,5163,"pan","pri",1,1,2007-11-01,1,13.4056525087331
"8507","21213",2010,"07",0,12529.9854931696,0,"ZIHUATEUTLA",2111,1806.07,5547,"pri","pan",2,0,2010-07-01,1,15.3710690448588
"8508","21213",2013,"07",1,12529.1494416303,94.0387703044507,"ZIHUATEUTLA",2548,1872,6636,"mc","pri",3,0,2013-07-01,1,20.8715788315757
"8509","21213",2018,"07",0,12527.7560223982,0,"ZIHUATEUTLA",2711.58,1991,7181,"mc","pan",3,0,2018-07-01,1,23.4565560443512
"8510","21214",2001,"11",0,13642.4020543789,0,"ZINACATEPEC",2091,1762,4736,"pan","pri",0,1,2001-11-01,1,4.54450638103465
"8511","21214",2004,"11",0,13645.4609919519,0,"ZINACATEPEC",2159,1358,5808,"pri","pvem",1,0,2004-11-01,1,5.83346689558522
"8512","21214",2007,"11",0,13648.5171219984,0,"ZINACATEPEC",2459,1847,6574,"pan","pri",2,1,2007-11-01,1,6.5425791871044
"8513","21214",2010,"07",0,15690.0687721674,0,"ZINACATEPEC",2642,1756,6506,"pri","pt",3,0,2010-07-01,1,7.09075264166394
"8514","21214",2013,"07",0,15694.0322207613,0,"ZINACATEPEC",2218,1682.88,7952,"pri","pan",3,0,2013-07-01,1,7.27851689018098
"8515","21214",2018,"07",0,15700.6379684178,0,"ZINACATEPEC",2898.25,2295,8675,"morena","pri",4,0,2018-07-01,1,6.84732580526338
"8516","21215",2001,"11",0,4392.14164238967,0,"ZONGOZOTLA",1134,950,2135,"pan","pri",0,1,2001-11-01,1,0
"8517","21215",2004,"11",0,4392.45067122208,0,"ZONGOZOTLA",1195,819,2211,"pri","pan",1,0,2004-11-01,1,0
"8518","21215",2007,"11",0,4392.75941642443,0,"ZONGOZOTLA",1025,895,2217,"pri","pan",1,0,2007-11-01,1,0
"8519","21215",2010,"07",0,4598.998453979,0,"ZONGOZOTLA",1066,1000.78,2400,"pri","pan",1,0,2010-07-01,1,1.80420273479014
"8520","21215",2013,"07",0,4598.90935434782,0,"ZONGOZOTLA",871,844.74,2733,"pt","pan",2,0,2013-07-01,1,1.26830093237723
"8521","21215",2018,"07",0,4598.76085496251,0,"ZONGOZOTLA",914,862,2785,"pvem","pri",3,0,2018-07-01,1,1.08099910692067
"8522","21216",2001,"11",0,2948.78787854688,0,"ZOQUIAPAN",753,215,968,"pri","pan",0,0,2001-11-01,1,21.3817985785966
"8523","21216",2004,"11",0,2948.32508174471,0,"ZOQUIAPAN",503,408,911,"pan","pri",1,1,2004-11-01,1,10.9798425133334
"8524","21216",2007,"11",0,2947.86270970254,0,"ZOQUIAPAN",579,395,1036,"pri","pan",2,0,2007-11-01,1,11.4362105490107
"8525","21216",2010,"07",0,2638.99518156789,0,"ZOQUIAPAN",588.19,567,1249,"pan","pri",3,1,2010-07-01,1,8.53688956475446
"8526","21216",2013,"07",0,2638.71748771736,0,"ZOQUIAPAN",675,526.09,1327,"pri","pan",4,0,2013-07-01,1,10.4222712266726
"8527","21216",2018,"07",0,2638.25466463314,0,"ZOQUIAPAN",598,489.59,1379,"pri","pcpp",4,0,2018-07-01,1,8.88311724805005
"8528","21217",2001,"11",0,19715.5569898801,0,"ZOQUITLAN",2006,1673,4467,"prd","pri",0,0,2001-11-01,1,15.8833496302832
"8529","21217",2004,"11",0,19716.7722047091,0,"ZOQUITLAN",2808,2006,5577,"prd","pri",0,0,2004-11-01,1,12.3072902295826
"8530","21217",2007,"11",0,19717.9863042004,0,"ZOQUITLAN",3167,2235,6426,"pri","prd",1,0,2007-11-01,1,9.73805664343152
"8531","21217",2010,"07",0,20528.9950011988,0,"ZOQUITLAN",2918.63,2659,6827,"prd","pri",2,0,2010-07-01,1,10.1389355048871
"8532","21217",2013,"07",0,20528.7069123913,0,"ZOQUITLAN",2954.36,2465,7746,"prd","pri",2,0,2013-07-01,1,16.9245265883517
"8533","21217",2018,"07",0,20528.2267643788,0,"ZOQUITLAN",3468.66,3133.32,8567,"morena","prd",3,0,2018-07-01,1,15.6682931413564
"8534","22001",2003,"07",1,54603.7709909112,21.5777369414235,"AMEALCO DE BONFIL",8169,6828,16107,"pri","pan",0,0,2003-07-01,1,4.54124141922007
"8535","22001",2006,"07",0,54615.1207235402,0,"AMEALCO DE BONFIL",6650,6466,18810,"pri","prd",0,0,2006-07-01,1,3.98941177130205
"8536","22001",2009,"07",0,54626.4704561693,0,"AMEALCO DE BONFIL",11306,6815,21623,"pan","pri",1,1,2009-07-01,1,5.49483010788961
"8537","22001",2012,"07",0,62201.7203692027,0,"AMEALCO DE BONFIL",12376,10608,25098,"pan","pri",1,2,2012-07-01,1,6.42700456275609
"8538","22001",2015,"06",0,62208.6135144482,0,"AMEALCO DE BONFIL",14051,12133.63,27998,"pan","pri",1,3,2015-06-01,1,7.44366232376693
"8539","22001",2018,"07",0,62215.509825902,0,"AMEALCO DE BONFIL",15081,10878.59,29684,"pan","pri",1,4,2018-07-01,1,8.28656434772694
"8540","22002",2003,"07",0,27289.6692236117,0,"PINAL DE AMOLES",4722,3093,8112,"pri","pan",0,0,2003-07-01,1,8.2875804642616
"8541","22002",2006,"07",0,27289.3752586724,0,"PINAL DE AMOLES",4219,2913,9019,"pan","pri",1,1,2006-07-01,1,7.93401518197141
"8542","22002",2009,"07",0,27289.0812937332,0,"PINAL DE AMOLES",5648,4120,10078,"pan","pri",1,2,2009-07-01,1,7.41826479684602
"8543","22002",2012,"07",0,27093.2764729593,0,"PINAL DE AMOLES",5438,5212,11347,"pri","pan",2,0,2012-07-01,1,6.63537341057153
"8544","22002",2015,"06",1,27093.6802058419,44.9366786184139,"PINAL DE AMOLES",6939,4322.86,11933,"pan","pri",3,1,2015-06-01,1,7.20271374937948
"8545","22002",2018,"07",1,27094.08412417,43.4864600350357,"PINAL DE AMOLES",3878.36,3732,11589,"pri","pan",4,0,2018-07-01,1,7.08834473565098
"8546","22003",2003,"07",0,12667.4080135145,0,"ARROYO SECO",2284,1260,4680,"pri","prd",0,0,2003-07-01,1,4.91789609401142
"8547","22003",2006,"07",0,12667.7706200132,0,"ARROYO SECO",2669,2000,5196,"prd","pri",1,0,2006-07-01,1,4.02391163924383
"8548","22003",2009,"07",0,12668.1332265119,0,"ARROYO SECO",2477,1706,6091,"pan","prd",2,1,2009-07-01,1,3.61162635457673
"8549","22003",2012,"07",0,12910.2358151712,0,"ARROYO SECO",3050,2299,6922,"pri","prd",3,0,2012-07-01,1,3.95171640941459
"8550","22003",2015,"06",0,12910.5801755711,0,"ARROYO SECO",3959,2643.98,7363,"pan","pri",4,1,2015-06-01,1,4.19490795227555
"8551","22003",2018,"07",0,12910.924694145,0,"ARROYO SECO",2709.43,2320,7293,"pri","prd",5,0,2018-07-01,1,3.57540677788886
"8552","22004",2003,"07",1,51810.8086892404,22.7409267729939,"CADEREYTA DE MONTES",8287,7057,16424,"pan","pri",0,2,2003-07-01,1,6.73331381974938
"8553","22004",2006,"07",0,51829.3016206724,0,"CADEREYTA DE MONTES",9807,6935,19920,"pri","pan",1,0,2006-07-01,1,6.66646686355389
"8554","22004",2009,"07",0,51847.7945521044,0,"CADEREYTA DE MONTES",11404,7807,23150,"pan","pri",2,1,2009-07-01,1,6.49550764258812
"8555","22004",2012,"07",0,64187.9724474892,0,"CADEREYTA DE MONTES",12214,9523,26060,"pri","pan",3,0,2012-07-01,1,6.48671880568834
"8556","22004",2015,"06",0,64195.2337021276,0,"CADEREYTA DE MONTES",9586,6954.77,27772,"pan","pri",4,1,2015-06-01,1,6.78683791036834
"8557","22004",2018,"07",2,64202.498292057,36.7034254988604,"CADEREYTA DE MONTES",8944.52,4296.92,28966,"pan","pri",4,2,2018-07-01,1,6.89234378576115
"8558","22005",2003,"07",1,46896.9617144833,25.1237129949879,"COLON",7625,6319,15142,"pri","pan",0,0,2003-07-01,1,4.38980047678152
"8559","22005",2006,"07",0,46913.8132173205,0,"COLON",9392,4556,18459,"pan","pri",1,1,2006-07-01,1,4.32931309282681
"8560","22005",2009,"07",0,46930.6647201578,0,"COLON",6870,5682,19937,"pan","pri",1,2,2009-07-01,1,3.94672493289742
"8561","22005",2012,"07",1,58180.0971800957,20.2513550777413,"COLON",9166,7386,24295,"pri","mc",2,0,2012-07-01,1,3.99809794525658
"8562","22005",2015,"06",0,58193.3817731076,0,"COLON",9682,7788,24871,"pan","pri",3,1,2015-06-01,1,4.37822552977167
"8563","22005",2018,"07",0,58206.6724680928,0,"COLON",8043,5495,26852,"pan","indep1",3,2,2018-07-01,1,4.60048131065039
"8564","22006",2003,"07",0,74673.0413413462,0,"CORREGIDORA",12195,11462,28135,"pan","pri",0,2,2003-07-01,1,1.68551019822276
"8565","22006",2006,"07",0,74775.2799596844,0,"CORREGIDORA",19970,13460,39982,"pan","pri",0,3,2006-07-01,1,2.72613234586895
"8566","22006",2009,"07",2,74877.5185780227,31.4707492669885,"CORREGIDORA",21183,17301,44773,"pri","pan",1,0,2009-07-01,1,2.67679958386567
"8567","22006",2012,"07",0,143143.63680822,0,"CORREGIDORA",26769,21665,62326,"pan","pri",2,1,2012-07-01,1,3.05441517332148
"8568","22006",2015,"06",0,143246.787591099,0,"CORREGIDORA",34164,15785.03,63008,"pan","pri",2,2,2015-06-01,1,3.64682472952265
"8569","22006",2018,"07",1,143349.985753926,8.21922513807673,"CORREGIDORA",38392.08,13430.89,85950,"pan","pri",2,3,2018-07-01,1,4.34577674928572
"8570","22007",2003,"07",0,27615.6721902893,0,"EZEQUIEL MONTES",3606,2795,10380,"pan","pvem",1,1,2003-07-01,1,6.0622923035541
"8571","22007",2006,"07",0,27631.3776775258,0,"EZEQUIEL MONTES",4435,3576,12597,"pri","pan",2,0,2006-07-01,1,4.64730036995532
"8572","22007",2009,"07",0,27647.0831647623,0,"EZEQUIEL MONTES",5207,4790,14779,"pvem","pan",3,0,2009-07-01,1,4.1824786802946
"8573","22007",2012,"07",0,38130.1334089287,0,"EZEQUIEL MONTES",6301,4250,17218,"pri","pan",4,0,2012-07-01,1,3.86326273642399
"8574","22007",2015,"06",0,38140.5503110245,0,"EZEQUIEL MONTES",5373.79,4517,18262,"pri","pan",4,0,2015-06-01,1,4.55221806723472
"8575","22007",2018,"07",0,38150.9719978855,0,"EZEQUIEL MONTES",5796.87,5024.13,19575,"morena","pan",5,0,2018-07-01,1,6.41710092297411
"8576","22008",2003,"07",0,29150.7695419017,0,"HUIMILPAN",4468,3717,8694,"pri","pan",0,0,2003-07-01,1,2.90828137673407
"8577","22008",2006,"07",0,29160.3405628171,0,"HUIMILPAN",5923,3445,9885,"pan","pri",1,1,2006-07-01,1,2.22431273269546
"8578","22008",2009,"07",0,29169.9115837326,0,"HUIMILPAN",4738,2926,11012,"pri","pan",2,0,2009-07-01,1,4.29219423037718
"8579","22008",2012,"07",0,35555.2746216581,0,"HUIMILPAN",5362,4671,13466,"pan","pri",3,1,2012-07-01,1,5.19588352101607
"8580","22008",2015,"06",0,35557.1359489918,0,"HUIMILPAN",0,0,0,NA,NA,4,0,2015-06-01,1,5.20735034456581
"8581","22008",2015,"12",1,35557.1359489918,33.1361279531013,"HUIMILPAN",3498.15,3454.34,10085,"pri","pan",4,0,2015-12-01,1,5.22837220328824
"8582","22008",2018,"07",0,35558.9981312836,0,"HUIMILPAN",5998.65,3645,14594,"pan","pri",4,1,2018-07-01,1,6.90584223664077
"8583","22009",2003,"07",0,22843.5519532422,0,"JALPAN DE SERRA",3589,3528,7595,"pri","pan",0,0,2003-07-01,1,4.50550755868064
"8584","22009",2006,"07",1,22847.5973286245,51.5689150813018,"JALPAN DE SERRA",4239,3456,8570,"pan","pri",1,1,2006-07-01,1,4.99253870956239
"8585","22009",2009,"07",1,22851.6427040067,51.559785951188,"JALPAN DE SERRA",5319,4784,10511,"pan","pri",1,2,2009-07-01,1,5.13637568459536
"8586","22009",2012,"07",0,25551.8224853533,0,"JALPAN DE SERRA",5797,5034,11647,"pri","pan",2,0,2012-07-01,1,5.51639013152449
"8587","22009",2015,"06",0,25554.4838568918,0,"JALPAN DE SERRA",6649,5507.76,12778,"pan","pri",3,1,2015-06-01,1,5.45097535762937
"8588","22009",2018,"07",0,25557.1464508704,0,"JALPAN DE SERRA",4888.5,4114.23,12835,"pri","pan",4,0,2018-07-01,1,5.81306128653487
"8589","22010",2003,"07",0,19493.732073631,0,"LANDA DE MATAMOROS",2490,2253,6281,"pri","prd",0,0,2003-07-01,1,10.6367348516466
"8590","22010",2006,"07",0,19494.3826762376,0,"LANDA DE MATAMOROS",3481,2363,7111,"pan","pri",1,1,2006-07-01,1,10.4897175518832
"8591","22010",2009,"07",0,19495.0332788443,0,"LANDA DE MATAMOROS",3050,2493,7922,"pan","pri",1,2,2009-07-01,1,8.51973917373257
"8592","22010",2012,"07",0,19927.8463352616,0,"LANDA DE MATAMOROS",5709,3076,9257,"pri","pan",2,0,2012-07-01,1,8.20821083836939
"8593","22010",2015,"06",0,19926.161641064,0,"LANDA DE MATAMOROS",4656,4558.8,9823,"pan","pri",3,1,2015-06-01,1,8.76362865313755
"8594","22010",2018,"07",0,19924.4761730407,0,"LANDA DE MATAMOROS",4819.93,4039.5,9982,"pan","pri",3,2,2018-07-01,1,9.232732893276
"8595","22011",2003,"07",0,71472.6604813895,0,"MARQUES--EL",11473,9306,24334,"pan","pri",1,1,2003-07-01,1,3.17318607791822
"8596","22011",2006,"07",2,71539.9008576712,32.9389834854733,"MARQUES--EL",11768,9896,29523,"pan","pri",1,2,2006-07-01,1,2.67576515585512
"8597","22011",2009,"07",0,71607.1412339528,0,"MARQUES--EL",21046,15304,39388,"pri","pan",2,0,2009-07-01,1,3.48100508395679
"8598","22011",2012,"07",1,116575.104594282,10.1070105023899,"MARQUES--EL",19510,16126,46802,"pan","pri",3,1,2012-07-01,1,4.36586058808888
"8599","22011",2015,"06",0,116746.112187678,0,"MARQUES--EL",23627.37,22848,54621,"pri","pan",4,0,2015-06-01,1,5.85582162030263
"8600","22011",2018,"07",1,116917.198329494,10.0774379072201,"MARQUES--EL",22382,20228.32,70243,"pan","pri",5,1,2018-07-01,1,7.40199002669904
"8601","22012",2003,"07",0,49578.1987274536,0,"PEDRO ESCOBEDO",8937,5466,18799,"pri","pan",1,0,2003-07-01,1,3.78894308769009
"8602","22012",2006,"07",0,49599.704426461,0,"PEDRO ESCOBEDO",11270,6481,22685,"pan","prd",2,1,2006-07-01,1,4.89794335149766
"8603","22012",2009,"07",0,49621.2101254683,0,"PEDRO ESCOBEDO",11003,9084,24206,"pri","pan",3,0,2009-07-01,1,4.56836657712936
"8604","22012",2012,"07",1,63979.6589839247,18.4156312359784,"PEDRO ESCOBEDO",9129,8754,27930,"pri","prd",3,0,2012-07-01,1,4.61480526609077
"8605","22012",2015,"06",0,63999.6051694994,0,"PEDRO ESCOBEDO",9569,9303,29226,"pri","prd",3,0,2015-06-01,1,4.98211001182225
"8606","22012",2018,"07",2,64019.5605168973,36.8083066156205,"PEDRO ESCOBEDO",7510.22,6593,33870,"prd","pri",4,0,2018-07-01,1,5.66459401382865
"8607","22013",2003,"07",0,16560.1633640385,0,"PEÑAMILLER",2829,1807,5866,"pri","pan",0,0,2003-07-01,1,1.22683194241791
"8608","22013",2006,"07",0,16562.974683559,0,"PEÑAMILLER",3231,2042,6546,"pri","prd",0,0,2006-07-01,1,3.91535905198636
"8609","22013",2009,"07",0,16565.7860030795,0,"PEÑAMILLER",2937,2758,7656,"conve","pri",1,0,2009-07-01,1,3.32257947973235
"8610","22013",2012,"07",0,18441.7115112924,0,"PEÑAMILLER",4057,2702,8684,"pri","pan",2,0,2012-07-01,1,3.01788891851606
"8611","22013",2015,"06",0,18442.7505297403,0,"PEÑAMILLER",4369,4244.28,9725,"pan","pri",3,1,2015-06-01,1,2.7919085568363
"8612","22013",2018,"07",0,18443.7900254374,0,"PEÑAMILLER",3764,3733,10013,"pna","pri",4,0,2018-07-01,1,3.19718322432662
"8613","22014",2003,"07",6,641655.581077406,11.0173667107196,"QUERETARO",128003,90007,245829,"pan","pri",0,2,2003-07-01,1,6.52557848250865
"8614","22014",2006,"07",4,641895.161010686,7.34216973747835,"QUERETARO",176562,83318,305283,"pan","pri",0,3,2006-07-01,1,5.90675905583338
"8615","22014",2009,"07",4,642134.740943966,7.33943038010726,"QUERETARO",139664,120106,298741,"pan","pri",0,4,2009-07-01,1,5.85735760878098
"8616","22014",2012,"07",5,802191.912605964,7.34379010768185,"QUERETARO",163613,147962,368722,"pri","pan",1,0,2012-07-01,1,6.24712705201186
"8617","22014",2015,"06",5,802559.780056051,7.58510475017181,"QUERETARO",172578,98924.52,327646,"pan","pri",2,1,2015-06-01,1,7.17839072174876
"8618","22014",2018,"07",8,802927.816477622,11.7392949380719,"QUERETARO",143909.35,92822.1,429349,"pan","morena",2,2,2018-07-01,1,8.11249579345072
"8619","22015",2003,"07",0,7667.01488155317,0,"SAN JOAQUIN",1774,594,2592,"pri","pan",0,0,2003-07-01,1,2.64915040464984
"8620","22015",2006,"07",0,7668.8055309293,0,"SAN JOAQUIN",1517,1019,2904,"pri","pan",0,0,2006-07-01,1,4.90298291944911
"8621","22015",2009,"07",0,7670.59618030544,0,"SAN JOAQUIN",1397,1039,3379,"pri","pan",0,0,2009-07-01,1,3.54523380329397
"8622","22015",2012,"07",0,8864.48567898006,0,"SAN JOAQUIN",2259,1584,3930,"pri","pan",0,0,2012-07-01,1,2.79321451168616
"8623","22015",2015,"06",0,8863.73461707347,0,"SAN JOAQUIN",1980.74,1722,4106,"pri","pan",0,0,2015-06-01,1,5.68181128343482
"8624","22015",2018,"07",0,8862.9832101838,0,"SAN JOAQUIN",1591,1065,4164,"indep1","pri",1,0,2018-07-01,1,5.40369192615799
"8625","22016",2003,"07",0,179772.154264687,0,"SAN JUAN DEL RIO",27109,23024,60552,"pri","pan",1,0,2003-07-01,1,5.40765478540352
"8626","22016",2006,"07",0,179864.717407563,0,"SAN JUAN DEL RIO",44976,14891,80725,"pan","pri",2,1,2006-07-01,1,5.25065798682099
"8627","22016",2009,"07",0,179957.280550439,0,"SAN JUAN DEL RIO",38986,28457,77944,"pri","pan",3,0,2009-07-01,1,5.85283966988834
"8628","22016",2012,"07",0,241756.027630086,0,"SAN JUAN DEL RIO",43989,43101,98959,"pri","pan",3,0,2012-07-01,1,6.08600237608908
"8629","22016",2015,"06",4,241839.304958682,20.1373387209827,"SAN JUAN DEL RIO",40600,33374.44,95192,"pan","pri",4,1,2015-06-01,1,6.56664987937995
"8630","22016",2018,"07",4,241922.62053881,19.4810357762738,"SAN JUAN DEL RIO",46484,21955,121057,"pan","pri",4,2,2018-07-01,1,8.02967197475419
"8631","22017",2003,"07",0,49991.5733896674,0,"TEQUISQUIAPAN",5775,5512,20157,"prd","pan",1,0,2003-07-01,1,3.31832869355013
"8632","22017",2006,"07",1,50011.6346315113,23.5590341154184,"TEQUISQUIAPAN",6752,6330,23325,"prd","pan",1,0,2006-07-01,1,3.05814359417971
"8633","22017",2009,"07",0,50031.6958733553,0,"TEQUISQUIAPAN",9218,7446,24580,"pan","pri",2,1,2009-07-01,1,3.00238982643916
"8634","22017",2012,"07",0,63421.9325160538,0,"TEQUISQUIAPAN",15155,5826,30578,"pri","pan",3,0,2012-07-01,1,3.16112639370922
"8635","22017",2015,"06",0,63434.9766505105,0,"TEQUISQUIAPAN",11453.92,8376.49,30673,"pvem","pri",4,0,2015-06-01,1,3.60265008087782
"8636","22017",2018,"07",0,63448.0267764916,0,"TEQUISQUIAPAN",8659,7836,35257,"indep1","morena",5,0,2018-07-01,1,4.19412758779895
"8637","22018",2003,"07",0,21274.5733210087,0,"TOLIMAN",3716,3706,7945,"pan","pri",1,1,2003-07-01,1,4.94003143755772
"8638","22018",2006,"07",0,21282.1925341042,0,"TOLIMAN",3022,2677,9136,"conve","pan",2,0,2006-07-01,1,3.70008731771733
"8639","22018",2009,"07",2,21289.8117471996,110.68447391101,"TOLIMAN",3533,3505,10751,"pri","pan",3,0,2009-07-01,1,3.72934874959557
"8640","22018",2012,"07",0,26373.5693906221,0,"TOLIMAN",4499,4069,11813,"pan","pri",4,1,2012-07-01,1,3.88886941070619
"8641","22018",2015,"06",0,26375.8611684556,0,"TOLIMAN",2446,2406,13168,"pna","pvem",5,0,2015-06-01,1,3.4050581371781
"8642","22018",2018,"07",0,26378.1539989648,0,"TOLIMAN",3454,2296.17,13644,"pt","pan",6,0,2018-07-01,1,3.84451560906198
"8643","23001",2002,"02",0,60113.9763011917,0,"COZUMEL",13016,10750,24728,"pri","pan",0,0,2002-02-01,1,4.42013150764888
"8644","23001",2005,"02",0,60142.9907899163,0,"COZUMEL",17010.18,12711.22,30382,"pan","pri",1,1,2005-02-01,1,3.65272712947975
"8645","23001",2008,"02",0,60172.0185996628,0,"COZUMEL",19221,17031,36963,"pri","pan",2,0,2008-02-01,1,4.47998310089327
"8646","23001",2010,"07",0,79535.2342479482,0,"COZUMEL",23085,6580.38,30755,"pri","pan",2,0,2010-07-01,1,5.14683563122817
"8647","23001",2013,"07",0,79548.7343270667,0,"COZUMEL",16948,7889,33350,"pri","pan",2,0,2013-07-01,1,4.91125018434745
"8648","23001",2016,"06",0,79562.2406042903,0,"COZUMEL",21987.49,13671.23,38916,"pan","pri",3,1,2016-06-01,1,4.67484460626585
"8649","23001",2018,"07",0,79571.2344589309,0,"COZUMEL",14967.9,12303.93,39684,"pri","pan",4,0,2018-07-01,1,4.42800711689727
"8650","23002",2002,"02",0,60382.3243957916,0,"FELIPE CARRILLO PUERTO",9825,5291,19802,"pri","prd",0,0,2002-02-01,1,5.80909402219239
"8651","23002",2005,"02",0,60404.2016545445,0,"FELIPE CARRILLO PUERTO",11432.94,8684.98,24162,"prd","pri",1,0,2005-02-01,1,4.36804852944444
"8652","23002",2008,"02",0,60426.0889575013,0,"FELIPE CARRILLO PUERTO",13720.9,6592.84,25871,"pri","prd",2,0,2008-02-01,1,4.06305365213536
"8653","23002",2010,"07",0,75026.2309755371,0,"FELIPE CARRILLO PUERTO",13162.5,8799.96,28774,"pri","prd",2,0,2010-07-01,1,3.82628900146212
"8654","23002",2013,"07",0,75039.5424604362,0,"FELIPE CARRILLO PUERTO",17268,5426,29604,"pri","prd",2,0,2013-07-01,1,4.06016534957077
"8655","23002",2016,"06",0,75052.8600568538,0,"FELIPE CARRILLO PUERTO",13783.92,7252.64,32506,"pri","prd",2,0,2016-06-01,1,4.68352925782159
"8656","23002",2018,"07",0,75061.7282686016,0,"FELIPE CARRILLO PUERTO",10901.88,9521.72,35806,"pri","prd",2,0,2018-07-01,1,6.38100087209226
"8657","23003",2002,"02",0,11318.7783435933,0,"ISLA MUJERES",2806,2765,6011,"pri","pan",0,0,2002-02-01,1,20.8336833977926
"8658","23003",2005,"02",0,11326.075239801,0,"ISLA MUJERES",3068.49,1891.45,6279,"pri","pan",0,0,2005-02-01,1,17.8918807512088
"8659","23003",2008,"02",0,11333.375486132,0,"ISLA MUJERES",4022,3376,7597,"pan","pri",1,1,2008-02-01,1,20.9071330458724
"8660","23003",2010,"07",1,16203.1670475688,72.7157723544175,"ISLA MUJERES",5078,4215.14,9581,"pan","pri",1,2,2010-07-01,1,18.2212928074619
"8661","23003",2013,"07",0,16212.7942627184,0,"ISLA MUJERES",5791,4776,10990,"pri","pan",2,0,2013-07-01,1,15.8637186456958
"8662","23003",2016,"06",0,16222.4258978785,0,"ISLA MUJERES",4453.87,4404.22,10348,"pri","pan",2,0,2016-06-01,1,16.4766653332081
"8663","23003",2018,"07",0,16228.8396213012,0,"ISLA MUJERES",5570,3515,12290,"pri","morena",2,0,2018-07-01,1,25.9416360444699
"8664","23004",2002,"02",0,208206.999620657,0,"OTHON P. BLANCO",27254,13293,56650,"pri","pan",0,0,2002-02-01,1,8.43535269089809
"8665","23004",2005,"02",2,208261.299570781,12.5271885693861,"OTHON P. BLANCO",35812.99,18012.12,78552,"pri","pan",0,0,2005-02-01,1,8.45888483249976
"8666","23004",2008,"02",1,208315.624450891,6.261960854606,"OTHON P. BLANCO",41711,21792,75775,"pri","pan",0,0,2008-02-01,1,9.90530887236036
"8667","23004",2010,"07",1,244552.719010684,4.81788062393263,"OTHON P. BLANCO",44290,11592,71926,"pri","prd",0,0,2010-07-01,1,9.788248290312
"8668","23004",2013,"07",4,244536.525152716,19.2727987071183,"OTHON P. BLANCO",39218,17099,65593,"pri","pan",0,0,2013-07-01,1,10.2905972279872
"8669","23004",2016,"06",3,244520.323859885,14.9374086470332,"OTHON P. BLANCO",53301.67,25434.04,101166,"pan","pri",1,1,2016-06-01,1,10.3115697604786
"8670","23004",2018,"07",5,244509.535389436,24.093657627197,"OTHON P. BLANCO",43062,19097.8,100003,"morena","pan",2,0,2018-07-01,1,11.1685866385578
"8671","23005",2002,"02",3,420100.207932109,9.31537948149574,"BENITO JUAREZ",25194,24851,90636,"pvem","pri",0,0,2002-02-01,1,17.2479042732873
"8672","23005",2005,"02",3,420460.36870217,9.30740005109705,"BENITO JUAREZ",55243.37,33904.29,150915,"prd","pvem",1,0,2005-02-01,1,14.9522132148099
